blank_path,annotated_path,cropped_path,species,confidence,bbox,time,model,camera,detection_conf,cropped
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/RCNX0440.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Dingo/NA_2024_04_06_08_46_54_Dingo_0.JPG,Dingo,0.9834432005882263,"[[350.3971862792969, 606.1091918945312, 534.4276733398438, 843.9434814453125]]",2024_04_06_08_46_54,day,NA,0.9073036313056946,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/RCNX0273.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Dingo/NA_2024_05_02_08_31_47_Dingo_0.JPG,Dingo,0.998727023601532,"[[1423.05322265625, 651.2658081054688, 1886.48828125, 969.5390625]]",2024_05_02_08_31_47,day,NA,0.9365073442459106,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/RCNX0273.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Dingo/NA_2024_05_02_08_31_47_Dingo_1.JPG,Dingo,0.9903036952018738,"[[509.0567321777344, 567.9804077148438, 771.4227905273438, 826.0300903320312]]",2024_05_02_08_31_47,day,NA,0.9307325482368469,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/RCNX0343.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Dingo/NA_2024_04_02_09_27_06_Dingo_0.JPG,Dingo,0.9459661245346069,"[[692.5050048828125, 646.1256713867188, 1230.067138671875, 1069.39892578125]]",2024_04_02_09_27_06,day,NA,0.9220266938209534,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/RCNX0209.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Dingo/NA_2024_03_25_07_58_17_Dingo_0.JPG,Dingo,0.9874905943870544,"[[408.0291442871094, 626.0949096679688, 572.3057250976562, 867.3375244140625]]",2024_03_25_07_58_17,day,NA,0.9084672927856445,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/RCNX0109.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Dingo/NA_2024_04_28_07_38_39_Dingo_0.JPG,Dingo,0.8204927444458008,"[[1058.64794921875, 486.2891540527344, 1351.604248046875, 874.6803588867188]]",2024_04_28_07_38_39,day,NA,0.9217395782470703,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/2024-03-25 07-58-15 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Dingo/NA_2024_03_25_07_58_15_Dingo_0.JPG,Dingo,0.9708583950996399,"[[435.8306579589844, 635.4801025390625, 620.2613525390625, 873.4888916015625]]",2024_03_25_07_58_15,day,NA,0.9137614369392395,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/2024-03-25 07-58-15 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Dingo/NA_2024_03_25_07_58_15_Dingo_1.JPG,Dingo,0.983661949634552,"[[1596.77880859375, 634.4132080078125, 2047.2437744140625, 1161.8035888671875]]",2024_03_25_07_58_15,day,NA,0.8817529678344727,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/2022-12-22 06-02-28 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Dingo/NA_2022_12_22_06_02_28_Dingo_0.JPG,Dingo,0.9948246479034424,"[[886.9830322265625, 370.6789245605469, 1638.0892333984375, 1230.2327880859375]]",2022_12_22_06_02_28,day,NA,0.9752658605575562,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/RCNX0116.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Dingo/NA_2024_04_28_07_38_43_Dingo_0.JPG,Dingo,0.7257470488548279,"[[450.1131896972656, 525.4844970703125, 589.6881103515625, 752.3678588867188]]",2024_04_28_07_38_43,day,NA,0.8930947184562683,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/RCNX0610.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Kangaroo/NA_2024_04_11_10_51_45_Kangaroo_0.JPG,Kangaroo,0.9999382495880127,"[[739.9904174804688, 35.306640625, 2045.479736328125, 1406.3560791015625]]",2024_04_11_10_51_45,day,NA,0.9551354646682739,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/RCNX0099.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Dingo/NA_2024_04_28_07_38_14_Dingo_0.JPG,Dingo,0.974304735660553,"[[1592.9378662109375, 485.7858581542969, 2047.290283203125, 915.21923828125]]",2024_04_28_07_38_14,day,NA,0.9206126928329468,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/2022-05-02 07-13-49 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Dingo/NA_2022_05_02_07_13_49_Dingo_0.JPG,Dingo,0.60564786195755,"[[1038.3363037109375, 425.6040954589844, 1629.971923828125, 1045.16796875]]",2022_05_02_07_13_49,day,NA,0.9259848594665527,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/2022-05-02 07-13-49 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Kangaroo/NA_2022_05_02_07_13_49_Kangaroo_1.JPG,Kangaroo,0.5894293189048767,"[[1529.3748779296875, 375.27130126953125, 1978.468017578125, 1007.5697631835938]]",2022_05_02_07_13_49,day,NA,0.8708280920982361,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/RCNX0207.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Dingo/NA_2024_03_25_07_58_16_Dingo_0.JPG,Dingo,0.974109947681427,"[[877.8449096679688, 631.137451171875, 1222.98046875, 1000.6398315429688]]",2024_03_25_07_58_16,day,NA,0.9314072728157043,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/RCNX0207.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Dingo/NA_2024_03_25_07_58_16_Dingo_1.JPG,Dingo,0.947180986404419,"[[214.69151306152344, 622.2736206054688, 348.5417175292969, 814.5582275390625]]",2024_03_25_07_58_16,day,NA,0.8071337938308716,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/2024-04-23 06-06-55 M 3_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Kangaroo/NA_2024_04_23_06_06_55_Kangaroo_0.JPG,Kangaroo,0.9747523665428162,"[[149.80381774902344, 31.532617568969727, 1266.32568359375, 1401.986572265625]]",2024_04_23_06_06_55,day,NA,0.9504473209381104,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/2021-05-21 16-42-11 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Dingo/NA_2021_05_21_16_42_11_Dingo_0.JPG,Dingo,0.9891566038131714,"[[947.1672973632812, 520.3279418945312, 1466.9324951171875, 952.9166259765625]]",2021_05_21_16_42_11,day,NA,0.9562775492668152,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/RCNX0048.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Dingo/NA_2024_04_27_07_48_12_Dingo_0.JPG,Dingo,0.9369600415229797,"[[409.33154296875, 546.5595092773438, 555.4752807617188, 733.4093017578125]]",2024_04_27_07_48_12,day,NA,0.9160722494125366,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/2022-04-14 06-45-37 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Dingo/NA_2022_04_14_06_45_37_Dingo_0.JPG,Dingo,0.5803660750389099,"[[947.0712890625, 517.580322265625, 1186.7603759765625, 748.6065063476562]]",2022_04_14_06_45_37,day,NA,0.8079499006271362,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/2022-03-31 07-08-04 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Dingo/NA_2022_03_31_07_08_04_Dingo_0.JPG,Dingo,0.5570119023323059,"[[871.6181030273438, 629.8328247070312, 999.7106323242188, 794.6962890625]]",2022_03_31_07_08_04,day,NA,0.8612063527107239,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/RCNX0049.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Dingo/NA_2024_04_27_07_48_12_Dingo_0.JPG,Dingo,0.9842542409896851,"[[1487.2874755859375, 451.27276611328125, 2047.537109375, 982.5118408203125]]",2024_04_27_07_48_12,day,NA,0.9531746506690979,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/RCNX0049.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Dingo/NA_2024_04_27_07_48_12_Dingo_1.JPG,Dingo,0.95658940076828,"[[331.2636413574219, 544.8460083007812, 455.33697509765625, 723.0768432617188]]",2024_04_27_07_48_12,day,NA,0.9525331258773804,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/RCNX0149.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Kangaroo/NA_2024_04_23_06_07_05_Kangaroo_0.JPG,Kangaroo,0.999797523021698,"[[0.558642566204071, 40.52294921875, 703.5841674804688, 1411.887939453125]]",2024_04_23_06_07_05,day,NA,0.9350754618644714,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/2024-10-16 08-33-58 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Dingo/NA_2024_10_16_08_33_58_Dingo_0.JPG,Dingo,0.9880014061927795,"[[414.1261901855469, 623.2673950195312, 761.7490234375, 881.5009765625]]",2024_10_16_08_33_58,day,NA,0.9120509028434753,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/2024-10-16 08-33-58 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Dingo/NA_2024_10_16_08_33_58_Dingo_1.JPG,Dingo,0.9920371770858765,"[[1205.91015625, 587.224609375, 1564.6976318359375, 829.5905151367188]]",2024_10_16_08_33_58,day,NA,0.8718972206115723,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/RCNX0271.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Dingo/NA_2024_05_02_08_31_46_Dingo_0.JPG,Dingo,0.9912583231925964,"[[747.9608764648438, 617.28271484375, 976.9511108398438, 851.7996215820312]]",2024_05_02_08_31_46,day,NA,0.9032031893730164,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/RCNX0271.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Dingo/NA_2024_05_02_08_31_46_Dingo_1.JPG,Dingo,0.9401025176048279,"[[190.2303924560547, 554.9793090820312, 365.6455383300781, 778.0593872070312]]",2024_05_02_08_31_46,day,NA,0.8774462342262268,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/RCNX0142.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/discard/2024_04_23_06_06_58_NA_none.JPG,none,none,none,none,2024_04_23_06_06_58,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/2022-02-16 06-22-49 M 3_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Dingo/NA_2022_02_16_06_22_49_Dingo_0.JPG,Dingo,0.9487306475639343,"[[126.90816497802734, 736.6594848632812, 463.2348327636719, 1296.7191162109375]]",2022_02_16_06_22_49,day,NA,0.8492364883422852,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/RCNX0159.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Kangaroo/NA_2024_04_23_06_07_14_Kangaroo_0.JPG,Kangaroo,0.9970878958702087,"[[0.0, 30.82685661315918, 1094.4022216796875, 1399.7127685546875]]",2024_04_23_06_07_14,day,NA,0.9507274031639099,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/RCNX0112.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Dingo/NA_2024_04_28_07_38_40_Dingo_0.JPG,Dingo,0.9736113548278809,"[[679.8857421875, 538.8985595703125, 922.841796875, 810.09228515625]]",2024_04_28_07_38_40,day,NA,0.9354040622711182,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/2022-11-12 07-49-00 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Dingo/NA_2022_11_12_07_49_00_Dingo_0.JPG,Dingo,0.9878877401351929,"[[1054.603515625, 459.230712890625, 1839.009765625, 1147.135009765625]]",2022_11_12_07_49_00,day,NA,0.9625863432884216,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/2022-11-12 07-49-00 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Dingo/NA_2022_11_12_07_49_00_Dingo_1.JPG,Dingo,0.9909065961837769,"[[571.5307006835938, 617.1126098632812, 766.9353637695312, 880.3322143554688]]",2022_11_12_07_49_00,day,NA,0.9172523021697998,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/RCNX0344.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Dingo/NA_2024_04_02_09_27_07_Dingo_0.JPG,Dingo,0.5030059814453125,"[[1472.6275634765625, 636.0191040039062, 1708.6295166015625, 935.263671875]]",2024_04_02_09_27_07,day,NA,0.8856679201126099,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/RCNX0047.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Dingo/NA_2024_04_27_07_48_11_Dingo_0.JPG,Dingo,0.8921964764595032,"[[565.4066772460938, 526.5764770507812, 772.6046752929688, 780.4074096679688]]",2024_04_27_07_48_11,day,NA,0.9258062243461609,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/2023-09-24 17-23-22 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Dingo/NA_2023_09_24_17_23_22_Dingo_0.JPG,Dingo,0.9947233200073242,"[[1172.5751953125, 465.8680725097656, 1389.9169921875, 789.8915405273438]]",2023_09_24_17_23_22,day,NA,0.8827111721038818,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/RCNX0436.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Dingo/NA_2024_04_06_08_46_52_Dingo_0.JPG,Dingo,0.9921035766601562,"[[1684.7769775390625, 631.1795043945312, 2047.4136962890625, 1150.665283203125]]",2024_04_06_08_46_52,day,NA,0.9188963770866394,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/RCNX0436.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Dingo/NA_2024_04_06_08_46_52_Dingo_1.JPG,Dingo,0.3952872157096863,"[[140.2523956298828, 619.7886962890625, 229.3984375, 785.6708984375]]",2024_04_06_08_46_52,day,NA,0.9083661437034607,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/RCNX0431.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Dingo/NA_2024_04_06_08_46_48_Dingo_0.JPG,Dingo,0.9740109443664551,"[[920.3663940429688, 608.385986328125, 1254.1663818359375, 987.1390991210938]]",2024_04_06_08_46_48,day,NA,0.9478185176849365,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/2022-04-24 16-28-10 M 1_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2022_04_24_16_28_10_NA_animal.JPG,none,animal,none,"[0.5346, 0.4076, 0.0791, 0.134]",2022_04_24_16_28_10,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/2023-03-11 06-39-42 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Dingo/NA_2023_03_11_06_39_42_Dingo_0.JPG,Dingo,0.9946974515914917,"[[1079.1263427734375, 639.6232299804688, 1339.2525634765625, 896.7921142578125]]",2023_03_11_06_39_42,day,NA,0.9374411702156067,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/RCNX0619.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2024_04_11_10_52_30_NA_animal.JPG,none,animal,none,"[0.0, 0.2951, 0.2148, 0.6652]",2024_04_11_10_52_30,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/2023-01-21 05-19-11 M 3_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Dingo/NA_2023_01_21_05_19_11_Dingo_0.JPG,Dingo,0.49574610590934753,"[[825.0748291015625, 610.7066650390625, 1095.5892333984375, 1259.5718994140625]]",2023_01_21_05_19_11,day,NA,0.9244551062583923,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/RCNX0151.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Kangaroo/NA_2024_04_23_06_07_06_Kangaroo_0.JPG,Kangaroo,0.9994179010391235,"[[0.0, 39.90449142456055, 1532.067626953125, 1414.7318115234375]]",2024_04_23_06_07_06,day,NA,0.9204760789871216,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/RCNX0439.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Dingo/NA_2024_04_06_08_46_54_Dingo_0.JPG,Dingo,0.9927581548690796,"[[504.90924072265625, 606.1696166992188, 720.9749755859375, 887.8909301757812]]",2024_04_06_08_46_54,day,NA,0.9349154233932495,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/2024-04-11 10-52-24 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Dingo/NA_2024_04_11_10_52_24_Dingo_0.JPG,Dingo,0.570601224899292,"[[195.1457061767578, 259.60333251953125, 1684.1224365234375, 1416.4381103515625]]",2024_04_11_10_52_24,day,NA,0.8756158351898193,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/RCNX0115.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Dingo/NA_2024_04_28_07_38_42_Dingo_0.JPG,Dingo,0.528763473033905,"[[490.1934509277344, 507.97119140625, 642.35986328125, 763.5100708007812]]",2024_04_28_07_38_42,day,NA,0.9050511717796326,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/RCNX0135.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Kangaroo/NA_2022_11_13_17_13_43_Kangaroo_0.JPG,Kangaroo,0.8725475668907166,"[[819.1884155273438, 487.38653564453125, 919.4718017578125, 694.9207153320312]]",2022_11_13_17_13_43,day,NA,0.8594167828559875,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/RCNX0272.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Dingo/NA_2024_05_02_08_31_47_Dingo_0.JPG,Dingo,0.9975442290306091,"[[1028.6351318359375, 639.0798950195312, 1343.9833984375, 908.3056640625]]",2024_05_02_08_31_47,day,NA,0.95420241355896,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/RCNX0272.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Dingo/NA_2024_05_02_08_31_47_Dingo_1.JPG,Dingo,0.9839762449264526,"[[332.9068908691406, 556.3786010742188, 543.2459716796875, 792.52001953125]]",2024_05_02_08_31_47,day,NA,0.9000752568244934,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/RCNX0346.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Dingo/NA_2024_04_02_09_27_20_Dingo_0.JPG,Dingo,0.9102692604064941,"[[704.4777221679688, 722.4072875976562, 1019.1062622070312, 1034.5084228515625]]",2024_04_02_09_27_20,day,NA,0.8783054947853088,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/2022-05-05 17-24-19 M 1_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2022_05_05_17_24_19_NA_animal.JPG,none,animal,none,"[0.1127, 0.3722, 0.1298, 0.1652]",2022_05_05_17_24_19,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/2023-01-21 06-31-23 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Dingo/NA_2023_01_21_06_31_23_Dingo_0.JPG,Dingo,0.6727492809295654,"[[34.91267013549805, 733.6974487304688, 244.3857421875, 883.1244506835938]]",2023_01_21_06_31_23,day,NA,0.8563759326934814,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/RCNX0133.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2022_11_13_17_13_41_NA_animal.JPG,none,animal,none,"[0.4868, 0.3138, 0.102, 0.227]",2022_11_13_17_13_41,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/2024-04-28 07-38-15 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Dingo/NA_2024_04_28_07_38_15_Dingo_0.JPG,Dingo,0.7389538288116455,"[[1124.6207275390625, 493.5209045410156, 1643.6549072265625, 893.4855346679688]]",2024_04_28_07_38_15,day,NA,0.9261934161186218,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/RCNX0156.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Kangaroo/NA_2024_04_23_06_07_11_Kangaroo_0.JPG,Kangaroo,0.983138918876648,"[[0.0, 30.313573837280273, 1014.2025756835938, 1394.12939453125]]",2024_04_23_06_07_11,day,NA,0.9354120492935181,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/2024-12-30 19-01-24 M 2_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Dingo/NA_2024_12_30_19_01_24_Dingo_0.JPG,Dingo,0.9696232080459595,"[[1523.8978271484375, 661.6917114257812, 1759.5345458984375, 912.1477661132812]]",2024_12_30_19_01_24,day,NA,0.8126159310340881,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/2022-04-02 06-49-31 M 1_3.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2022_04_02_06_49_31_NA_animal.JPG,none,animal,none,"[0.6108, 0.3347, 0.2543, 0.4777]",2022_04_02_06_49_31,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/RCNX0052.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Dingo/NA_2024_04_27_07_48_14_Dingo_0.JPG,Dingo,0.8823487758636475,"[[617.8019409179688, 491.3174743652344, 820.7589721679688, 793.9802856445312]]",2024_04_27_07_48_14,day,NA,0.9255843758583069,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/2023-02-02 05-57-57 M 3_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Kangaroo/NA_2023_02_02_05_57_57_Kangaroo_0.JPG,Kangaroo,0.8928940892219543,"[[1017.5715942382812, 443.8478698730469, 1163.3870849609375, 829.2369384765625]]",2023_02_02_05_57_57,day,NA,0.8830739259719849,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/2023-02-02 05-57-57 M 3_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Kangaroo/NA_2023_02_02_05_57_57_Kangaroo_1.JPG,Kangaroo,0.6389225125312805,"[[651.0800170898438, 508.1934509277344, 712.9486694335938, 637.8079223632812]]",2023_02_02_05_57_57,day,NA,0.8183210492134094,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/RCNX0204.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Dingo/NA_2024_03_25_07_58_14_Dingo_0.JPG,Dingo,0.9595773816108704,"[[732.3167114257812, 636.923095703125, 995.5416870117188, 969.1011962890625]]",2024_03_25_07_58_14,day,NA,0.9389675855636597,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/RCNX0276.JPG,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/further_verification/annotated/2024_05_02_08_31_49_NA_animal.JPG,none,animal,none,"[0.9355, 0.3902, 0.0644, 0.2777]",2024_05_02_08_31_49,day,NA,none,NO
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/2022-04-28 09-17-57 M 1_3.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/Dingo/NA_2022_04_28_09_17_57_Dingo_0.JPG,Dingo,0.9973621964454651,"[[1170.9573974609375, 363.4833068847656, 1807.444580078125, 1115.255126953125]]",2022_04_28_09_17_57,day,NA,0.9661425352096558,YES
/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/Dingo/RCNX0435.JPG,none,/home/willwright/Documents/wild_deserts_outputs/raw_data/day_images/outputs/classification/day/low_confidence/Dingo/NA_2024_04_06_08_46_51_Dingo_0.JPG,Dingo,0.5671659708023071,"[[235.514892578125, 616.81298828125, 344.712646484375, 815.5364379882812]]",2024_04_06_08_46_51,day,NA,0.8491732478141785,YES
